Date,FR0010567032 ISIN,FR0000120404 ISIN,FR0010762740 ISIN,FR0010493510 ISIN,FR0010979377 ISIN,FR0000053076 ISIN,BE0974269012 ISIN,FR0000044752 ISIN,FR0010340141 ISIN,FR0000044612 ISIN,FR0010641449 ISIN,FR0000031122 ISIN,FR0000120073 ISIN,FR0004180537 ISIN,FR0000130007 ISIN,FR0000062804 ISIN,FR0010220475 ISIN,FR0000053837 ISIN,FR0000039216 ISIN,FR0000071946 ISIN,FR0000034639 ISIN,NL0010273694 ISIN,FR0004125920 ISIN,LU0569974404 ISIN,FR0004037125 ISIN,LU0323134006 ISIN,FR0011027143 ISIN,FR0010313833 ISIN,FR0012185536 ISIN,FR0010772426 ISIN,FR0000076952 ISIN,FR0011980077 ISIN,GB00B19RTX44 ISIN,FR0000074148 ISIN,FR0010478248 ISIN,FR0000051732 ISIN,FR0004042083 ISIN,FR0000061780 ISIN,FR0000066052 ISIN,FR0000120628 ISIN,FR0011040500 ISIN,IT0004812258 ISIN,FR0000064123 ISIN,FR0010436170 ISIN,FR0000061657 ISIN,FR0000035164 ISIN,FR0000066961 ISIN,FR0000120966 ISIN,FR0010096479 ISIN,FR0011592104 ISIN,FR0000131104 ISIN,FR0010106039 ISIN,FR0000039299 ISIN,FR0000063935 ISIN,FR0000120107 ISIN,FR0004548873 ISIN,FR0000120503 ISIN,FR0013110053 ISIN,FR0000054421 ISIN,FR0006174348 ISIN,FR0000061137 ISIN,FR0000078958 ISIN,FR0000030611 ISIN,FR0010781377 ISIN,FR0000079659 ISIN,FR0000125338 ISIN,FR0000064156 ISIN,FR0000120172 ISIN,FR0010828137 ISIN,FR0000125585 ISIN,FR0010193052 ISIN,FR0000064446 ISIN,FR0000078339 ISIN,FR0000053324 ISIN,FR0000053506 ISIN,FR0010540997 ISIN,FR0000060501 ISIN,FR0000120164 ISIN,FR0000037871 ISIN,FR0010447086 ISIN,FR0000130403 ISIN,FR0000079477 ISIN,FR0000054322 ISIN,FR0005025004 ISIN,FR0000053399 ISIN,FR0000120222 ISIN,FR0010667147 ISIN,FR0000054629 ISIN,FR0011071570 ISIN,FR0004031763 ISIN,BE0160342011 ISIN,FR0000121634 ISIN,FR0010959684 ISIN,FR0004185023 ISIN,FR0007200100 ISIN,FR0011374479 ISIN,FR0000077828 ISIN,NL0010489522 ISIN,FR0010035816 ISIN,FR0004998318 ISIN,FR0004998326 ISIN,FR0000045072 ISIN,FR0000044323 ISIN,FR0000185506 ISIN,FR0010483768 ISIN,FR0000045528 ISIN,FR0000045213 ISIN,FR0000045304 ISIN,FR0000044364 ISIN,FR0010461053 ISIN,FR0000045551 ISIN,FR0000045239 ISIN,FR0000185514 ISIN,FR0000045346 ISIN,FR0000045544 ISIN,FR0000054066 ISIN,FR0011026749 ISIN,FR0000077885 ISIN,FR0000120644 ISIN,GB0033040113 ISIN,FR0000121725 ISIN,FR0000130650 ISIN,FR0012222149 ISIN,FR0010776658 ISIN,FR0010474130 ISIN,FR0000053381 ISIN,FR0000060840 ISIN,GB0002374006 ISIN,FR0010377127 ISIN,FR0000035784 ISIN,FR0000079824 ISIN,FR0010436584 ISIN,FR0000065260 ISIN,FR0013088606 ISIN,FR0000036287 ISIN,IT0005154635 ISIN,FR0000052920 ISIN,LU0881232630 ISIN,NL0000235190 ISIN,FR0005142999 ISIN,FR0010908533 ISIN,FR0010242511 ISIN,FR0000052755 ISIN,FR0010945733 ISIN,FR0000130452 ISIN,FR0000031023 ISIN,FR0000035719 ISIN,FR0012650166 ISIN,FR0011950732 ISIN,FR0012435121 ISIN,FR0004030708 ISIN,FR0010535849 ISIN,FR0010208488 ISIN,FR0000045122 ISIN,FR0010465534 ISIN,FR0000131757 ISIN,NL0009272137 ISIN,FR0000121667 ISIN,FR0000120669 ISIN,FR0005310463 ISIN,FR0000035743 ISIN,FR0004254035 ISIN,FR0000061475 ISIN,FR0010844001 ISIN,FR0000121121 ISIN,FR0011035187 ISIN,FR0010540740 ISIN,FR0000054678 ISIN,FR0012413771 ISIN,FR0000038259 ISIN,FR0010157115 ISIN,FR0010490920 ISIN,FR0000044745 ISIN,FR0000064164 ISIN,FR0000039026 ISIN,FR0010627760 ISIN,FR0000053142 ISIN,FR0004034593 ISIN,FR0000121147 ISIN,FR0000063034 ISIN,FR0000031973 ISIN,FR0010071530 ISIN,FR0000062101 ISIN,FR0000064784 ISIN,FR0000061418 ISIN,FR0000060535 ISIN,FR0000062341 ISIN,FR0000037947 ISIN,FR0010480517 ISIN,FR0000051302 ISIN,FR0000060824 ISIN,FR0006321998 ISIN,FR0000066797 ISIN,FR0000035123 ISIN,FR0010487272 ISIN,FR0004076891 ISIN,FR0000065930 ISIN,FR0000038499 ISIN,FR0011277391 ISIN,FR0010823724 ISIN,FR0004260479 ISIN,FR0004187367 ISIN,FR0000121857 ISIN,FR0011284991 ISIN,FR0000053415 ISIN,FR0011100759 ISIN,FR0000077232 ISIN,FR0000079600 ISIN,FR0000124414 ISIN,FR0010342329 ISIN,FR0000053035 ISIN,FR0000079634 ISIN,FR0012336675 ISIN,NL0000400653 ISIN,FR0000044471 ISIN,FR0000057945 ISIN,FR0000033888 ISIN,FR0004038099 ISIN,IT0001210050 ISIN,FR0010108688 ISIN,FR0011208693 ISIN,FR0000038036 ISIN,FR0000064180 ISIN,BE0948833760 ISIN,FR0005717626 ISIN,FR0000076960 ISIN,FR0000036675 ISIN,FR0004010338 ISIN,FR0010214064 ISIN,FR0000121709 ISIN,FR0010490961 ISIN,FR0011726835 ISIN,FR0000066722 ISIN,FR0004035061 ISIN,FR0000121881 ISIN,FR0000052292 ISIN,FR0010343186 ISIN,FR0012821890 ISIN,FR0000054231 ISIN,FR0000077562 ISIN,FR0010396309 ISIN,FR0010446765 ISIN,FR0012336691 ISIN,FR0006226791 ISIN,FR0000053738 ISIN,GB0005405286 ISIN,FR0004052561 ISIN,FR0000064735 ISIN,FR0005843125 ISIN
18/01/2016,1000,28,1120,9200,6,251,9711,#N/A N/A,45,#N/A N/A,11425,600,391,540,79875,#N/A N/A,1455,#N/A N/A,1,180,1000,1,100,116,50,579360,2338,1,80,3,2,50,#N/A N/A,237,900,300,#N/A N/A,#N/A N/A,1000,48073,#N/A N/A,#N/A N/A,#N/A N/A,150,11,130,#N/A N/A,20,130,248,1620,1,740,20,30,300,150,#N/A N/A,#N/A N/A,100,#N/A N/A,#N/A N/A,206,10,2,80,15,853,5,740,#N/A N/A,6426,#N/A N/A,18,140,#N/A N/A,#N/A N/A,#N/A N/A,1,250,10,230,#N/A N/A,#N/A N/A,186,200,#N/A N/A,18555,243,34,221,#N/A N/A,81,26,55,300,2,300,829,45,#N/A N/A,610,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,140,2100,20,280,2000,3,350,4,70,#N/A N/A,30,#N/A N/A,4640,#N/A N/A,#N/A N/A,#N/A N/A,1750,15,76447,155,#N/A N/A,50,19,282871,16,1245,7450,3837,46,100,#N/A N/A,728,100,125,4990,1971,132000,14415,41,#N/A N/A,143,#N/A N/A,1287,50,12,#N/A N/A,40,10,#N/A N/A,137,1,1613,38,#N/A N/A,31,8648,1306,1272,43,2,#N/A N/A,100,#N/A N/A,130,35,1000,3000,#N/A N/A,14,1,1,889,11,23604,203,7692,40,168,1,300,#N/A N/A,100,#N/A N/A,25200,941,#N/A N/A,438,100,2500,66,#N/A N/A,49,330,#N/A N/A,139070,227,#N/A N/A,#N/A N/A,230,1400,595,322,#N/A N/A,3,6000,1,#N/A N/A,10,332,1,1132,#N/A N/A,#N/A N/A,#N/A N/A,70,1,100,1300,#N/A N/A,200,70,268,200,#N/A N/A,1567,#N/A N/A,1250615,7,2,27,73816,#N/A N/A,1,5
17/01/2016,1000,108,1120,47000,6,495,9711,#N/A N/A,45,#N/A N/A,27515,300,559,540,19202,#N/A N/A,225,#N/A N/A,1,180,172,72,100,220,50,1042060,400,1000,80,3,1,50,#N/A N/A,237,900,300,#N/A N/A,#N/A N/A,1000,32178,#N/A N/A,#N/A N/A,#N/A N/A,150,11,130,#N/A N/A,20,130,248,4596,1,740,625,20,300,257,#N/A N/A,#N/A N/A,100,#N/A N/A,#N/A N/A,40,10,2,310,15,660,5,500,#N/A N/A,10062,#N/A N/A,18,140,#N/A N/A,#N/A N/A,#N/A N/A,1,250,33,230,#N/A N/A,#N/A N/A,721,300,#N/A N/A,13225,1,34,543,#N/A N/A,81,26,40,300,2,1024,829,45,#N/A N/A,620,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,140,803,20,1888,2000,3,350,4,70,#N/A N/A,30,#N/A N/A,3267,#N/A N/A,#N/A N/A,#N/A N/A,1750,22,28412,155,#N/A N/A,50,19,295912,16,1245,2420,3837,46,100,#N/A N/A,728,100,125,4990,966,132000,20641,41,#N/A N/A,143,#N/A N/A,704,50,12,#N/A N/A,40,10,#N/A N/A,137,1,1613,38,#N/A N/A,61,80,1306,1272,451,10,#N/A N/A,100,#N/A N/A,130,35,1000,10652,#N/A N/A,14,11,1,425,11,23604,203,7692,40,168,249,300,#N/A N/A,500,#N/A N/A,400,941,#N/A N/A,438,100,2500,66,#N/A N/A,49,200,#N/A N/A,149947,85,#N/A N/A,#N/A N/A,335,1400,595,692,#N/A N/A,1,6000,51,#N/A N/A,10,332,1,1132,#N/A N/A,#N/A N/A,#N/A N/A,70,1,100,1300,#N/A N/A,200,36,268,200,#N/A N/A,2978,#N/A N/A,1420508,7,2,27,195697,#N/A N/A,1,5
16/01/2016,1000,108,1120,47000,6,495,9711,#N/A N/A,45,#N/A N/A,27515,300,559,540,19202,#N/A N/A,225,#N/A N/A,1,180,172,72,100,220,50,1042060,400,1000,80,3,1,50,#N/A N/A,237,900,300,#N/A N/A,#N/A N/A,1000,32178,#N/A N/A,#N/A N/A,#N/A N/A,150,11,130,#N/A N/A,20,130,248,4596,1,740,625,20,300,257,#N/A N/A,#N/A N/A,100,#N/A N/A,#N/A N/A,40,10,2,310,15,660,5,500,#N/A N/A,10062,#N/A N/A,18,140,#N/A N/A,#N/A N/A,#N/A N/A,1,250,33,230,#N/A N/A,#N/A N/A,721,300,#N/A N/A,13225,1,34,543,#N/A N/A,81,26,40,300,2,1024,829,45,#N/A N/A,620,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,140,803,20,1888,2000,3,350,4,70,#N/A N/A,30,#N/A N/A,3267,#N/A N/A,#N/A N/A,#N/A N/A,1750,22,28412,155,#N/A N/A,50,19,295912,16,1245,2420,3837,46,100,#N/A N/A,728,100,125,4990,966,132000,20641,41,#N/A N/A,143,#N/A N/A,704,50,12,#N/A N/A,40,10,#N/A N/A,137,1,1613,38,#N/A N/A,61,80,1306,1272,451,10,#N/A N/A,100,#N/A N/A,130,35,1000,10652,#N/A N/A,14,11,1,425,11,23604,203,7692,40,168,249,300,#N/A N/A,500,#N/A N/A,400,941,#N/A N/A,438,100,2500,66,#N/A N/A,49,200,#N/A N/A,149947,85,#N/A N/A,#N/A N/A,335,1400,595,692,#N/A N/A,1,6000,51,#N/A N/A,10,332,1,1132,#N/A N/A,#N/A N/A,#N/A N/A,70,1,100,1300,#N/A N/A,200,36,268,200,#N/A N/A,2978,#N/A N/A,1420508,7,2,27,195697,#N/A N/A,1,5
15/01/2016,1000,108,1120,47000,6,495,9711,#N/A N/A,45,#N/A N/A,27515,300,559,540,19202,#N/A N/A,225,#N/A N/A,1,180,172,72,100,220,50,1042060,400,1000,80,3,1,50,#N/A N/A,237,900,300,#N/A N/A,#N/A N/A,1000,32178,#N/A N/A,#N/A N/A,#N/A N/A,150,11,130,#N/A N/A,20,130,248,4596,1,740,625,20,300,257,#N/A N/A,#N/A N/A,100,#N/A N/A,#N/A N/A,40,10,2,310,15,660,5,500,#N/A N/A,10062,#N/A N/A,18,140,#N/A N/A,#N/A N/A,#N/A N/A,1,250,33,230,#N/A N/A,#N/A N/A,721,300,#N/A N/A,13225,1,34,543,#N/A N/A,81,26,40,300,2,1024,829,45,#N/A N/A,620,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,140,803,20,1888,2000,3,350,4,70,#N/A N/A,30,#N/A N/A,3267,#N/A N/A,#N/A N/A,#N/A N/A,1750,22,28412,155,#N/A N/A,50,19,295912,16,1245,2420,3837,46,100,#N/A N/A,728,100,125,4990,966,132000,20641,41,#N/A N/A,143,#N/A N/A,704,50,12,#N/A N/A,40,10,#N/A N/A,137,1,1613,38,#N/A N/A,61,80,1306,1272,451,10,#N/A N/A,100,#N/A N/A,130,35,1000,10652,#N/A N/A,14,11,1,425,11,23604,203,7692,40,168,249,300,#N/A N/A,500,#N/A N/A,400,941,#N/A N/A,438,100,2500,66,#N/A N/A,49,200,#N/A N/A,149947,85,#N/A N/A,#N/A N/A,335,1400,595,692,#N/A N/A,1,6000,51,#N/A N/A,10,332,1,1132,#N/A N/A,#N/A N/A,#N/A N/A,70,1,100,1300,#N/A N/A,200,36,268,200,#N/A N/A,2978,#N/A N/A,1420508,7,2,27,195697,#N/A N/A,1,5
14/01/2016,700,15,1120,1000,6,454,9711,#N/A N/A,45,#N/A N/A,168647,3800,417,99,15045,#N/A N/A,1402,#N/A N/A,7,180,172,1,100,220,50,1343678,400,100,2,1,1,50,#N/A N/A,237,1500,160,#N/A N/A,#N/A N/A,1000,27568,#N/A N/A,#N/A N/A,#N/A N/A,150,11,130,#N/A N/A,20,130,248,1190,1,1000,270,20,300,45,#N/A N/A,#N/A N/A,100,#N/A N/A,#N/A N/A,40,10,2,484,15,6931,5,329,#N/A N/A,8773,#N/A N/A,18,140,#N/A N/A,#N/A N/A,#N/A N/A,1,250,60,230,#N/A N/A,#N/A N/A,293,300,#N/A N/A,16262,1,34,70,#N/A N/A,81,26,224,300,2,496,829,45,#N/A N/A,620,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,140,512,20,4503,2000,3,350,4,70,#N/A N/A,30,#N/A N/A,17891,#N/A N/A,#N/A N/A,#N/A N/A,1750,9,33702,54,#N/A N/A,50,19,298214,16,1200,2982,3837,46,100,#N/A N/A,1210,100,125,4990,1926,132000,11844,41,#N/A N/A,143,#N/A N/A,649,105,12,#N/A N/A,40,10,#N/A N/A,137,1,1613,38,#N/A N/A,10,80,1306,1272,36,12,#N/A N/A,100,#N/A N/A,130,35,1000,1,#N/A N/A,14,21,1,100,11,23604,203,7692,40,168,250,300,#N/A N/A,500,#N/A N/A,26739,941,#N/A N/A,438,100,2500,66,#N/A N/A,49,2000,#N/A N/A,123069,329,#N/A N/A,#N/A N/A,150,1400,595,282,#N/A N/A,1,30,701,#N/A N/A,10,332,1,1132,#N/A N/A,#N/A N/A,#N/A N/A,70,1,100,1300,#N/A N/A,200,124,268,200,#N/A N/A,1113,#N/A N/A,2800504,7,2,27,103231,#N/A N/A,1,5
13/01/2016,700,111,1120,1000,6,286,443,#N/A N/A,45,#N/A N/A,8019,3550,126,99,11381,#N/A N/A,200,#N/A N/A,6,180,290,1,100,3,50,949200,400,400,2,1,1,50,#N/A N/A,237,1500,160,#N/A N/A,#N/A N/A,1000,45063,#N/A N/A,#N/A N/A,#N/A N/A,150,10,130,#N/A N/A,20,30,248,5338,1,850,500,200,50,350,#N/A N/A,#N/A N/A,100,#N/A N/A,#N/A N/A,100,1,2,18,15,1370,5,75,#N/A N/A,3414,#N/A N/A,18,140,#N/A N/A,#N/A N/A,#N/A N/A,1,250,60,230,#N/A N/A,#N/A N/A,83,125,#N/A N/A,7135,1,34,201,#N/A N/A,81,26,97,300,2,2000,829,45,#N/A N/A,536,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,140,334,20,1264,2000,3,350,4,1000,#N/A N/A,30,#N/A N/A,2858,#N/A N/A,#N/A N/A,#N/A N/A,1750,6,206236,54,#N/A N/A,50,19,182849,16,1200,2776,3837,46,100,#N/A N/A,340,100,80,4990,854,132000,1004,41,#N/A N/A,143,#N/A N/A,400,250,12,#N/A N/A,40,10,#N/A N/A,137,1,1613,38,#N/A N/A,50,80,1306,1272,68,2,#N/A N/A,200,#N/A N/A,100,35,1000,1,#N/A N/A,14,1,1,100,11,23604,203,7692,40,168,1,300,#N/A N/A,500,#N/A N/A,351,941,#N/A N/A,438,100,2500,66,#N/A N/A,49,2000,#N/A N/A,117537,1,#N/A N/A,#N/A N/A,90,1400,125,200,#N/A N/A,249,30,4,#N/A N/A,10,332,1,1132,#N/A N/A,#N/A N/A,#N/A N/A,65,1,100,1300,#N/A N/A,200,8,268,200,#N/A N/A,4797,#N/A N/A,82376,7,2,27,41925,#N/A N/A,1,5
12/01/2016,700,111,1120,24100,6,69,2000,#N/A N/A,45,#N/A N/A,5701,4795,1463,99,28614,#N/A N/A,2275,#N/A N/A,1,180,290,1,100,3,50,876171,400,200,150,1,1,50,#N/A N/A,237,1500,29,#N/A N/A,#N/A N/A,1000,15113,#N/A N/A,#N/A N/A,#N/A N/A,150,1,130,#N/A N/A,20,30,248,1280,1,850,500,200,50,789,#N/A N/A,#N/A N/A,100,#N/A N/A,#N/A N/A,98,1,2,71,15,2150,5,474,#N/A N/A,7140,#N/A N/A,18,140,#N/A N/A,#N/A N/A,#N/A N/A,1,198,60,230,#N/A N/A,#N/A N/A,570,125,#N/A N/A,15776,190,34,11,#N/A N/A,81,26,9,300,2,2000,829,45,#N/A N/A,536,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,140,334,20,2380,2000,3,350,4,1000,#N/A N/A,30,#N/A N/A,1445,#N/A N/A,#N/A N/A,#N/A N/A,1750,6,17090,1013,#N/A N/A,50,19,394891,16,1200,2640,3837,46,130,#N/A N/A,400,100,80,4990,2801,132000,2813,96,#N/A N/A,143,#N/A N/A,342,250,12,#N/A N/A,40,10,#N/A N/A,137,80,1613,38,#N/A N/A,37,80,1306,1272,68,2,#N/A N/A,200,#N/A N/A,100,35,1000,1,#N/A N/A,14,1,1,100,11,23604,203,7692,40,168,1,300,#N/A N/A,500,#N/A N/A,17957,941,#N/A N/A,438,100,2500,66,#N/A N/A,49,2000,#N/A N/A,49738,91,#N/A N/A,#N/A N/A,1040,1400,125,287,#N/A N/A,154,10000,1,#N/A N/A,10,332,1,1132,#N/A N/A,#N/A N/A,#N/A N/A,65,1,97,1300,#N/A N/A,200,102,268,200,#N/A N/A,6078,#N/A N/A,368025,7,2,27,60986,#N/A N/A,1,5
11/01/2016,700,205,1120,37206,6,76,2000,#N/A N/A,45,#N/A N/A,10864,800,1230,99,34019,#N/A N/A,110,#N/A N/A,1,180,290,1,100,3,50,902800,400,200,120,1,1,50,#N/A N/A,237,1500,29,#N/A N/A,#N/A N/A,1000,26337,#N/A N/A,#N/A N/A,#N/A N/A,150,1,130,#N/A N/A,20,30,248,543,101,500,500,40,50,50,#N/A N/A,#N/A N/A,400,#N/A N/A,#N/A N/A,98,1,2,8,15,1210,5,474,#N/A N/A,7872,#N/A N/A,18,140,#N/A N/A,#N/A N/A,#N/A N/A,1,198,40,230,#N/A N/A,#N/A N/A,451,125,#N/A N/A,27869,890,34,1000,#N/A N/A,81,26,4,300,2,2000,829,45,#N/A N/A,140,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,140,334,20,3102,2000,1,200,4,1000,#N/A N/A,30,#N/A N/A,9850,#N/A N/A,#N/A N/A,#N/A N/A,1750,6,33940,1013,#N/A N/A,50,19,185826,16,1200,3265,3837,46,130,#N/A N/A,700,100,80,4990,2114,132000,17866,96,#N/A N/A,143,#N/A N/A,1443,250,12,#N/A N/A,40,10,#N/A N/A,137,80,1706,38,#N/A N/A,37,2941,1306,1272,500,2,#N/A N/A,200,#N/A N/A,100,35,1000,1000,#N/A N/A,14,1,1,100,11,23604,203,7692,40,168,64,300,#N/A N/A,500,#N/A N/A,26195,941,#N/A N/A,438,100,2500,66,#N/A N/A,49,20,#N/A N/A,92716,241,#N/A N/A,#N/A N/A,360,1400,125,211,#N/A N/A,132,36500,1,#N/A N/A,10,332,1,1132,#N/A N/A,#N/A N/A,#N/A N/A,65,1,21,1300,#N/A N/A,200,93,268,200,#N/A N/A,1396,#N/A N/A,127986,7,2,27,24431,#N/A N/A,1,5
10/01/2016,13,56,1120,61122,6,51,2000,#N/A N/A,45,#N/A N/A,1350,5825,1732,100,67851,#N/A N/A,100,#N/A N/A,1,180,290,1,100,186,50,812865,400,48,120,1,2,500,#N/A N/A,237,1500,29,#N/A N/A,#N/A N/A,1000,25649,#N/A N/A,#N/A N/A,#N/A N/A,150,1,130,#N/A N/A,100,30,248,94,101,100,200,30,50,50,#N/A N/A,#N/A N/A,400,#N/A N/A,#N/A N/A,224,1,2,181,15,1965,5,474,#N/A N/A,13324,#N/A N/A,18,140,#N/A N/A,#N/A N/A,#N/A N/A,1,198,40,230,#N/A N/A,#N/A N/A,82,125,#N/A N/A,18426,920,34,79,#N/A N/A,81,26,104,300,2,2000,829,45,#N/A N/A,1495,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,140,334,20,1560,2000,1,200,4,2000,#N/A N/A,30,#N/A N/A,2170,#N/A N/A,#N/A N/A,#N/A N/A,1750,10,48510,1013,#N/A N/A,50,9,242912,16,1200,1000,3837,46,130,#N/A N/A,700,100,500,4990,2137,132000,7975,96,#N/A N/A,143,#N/A N/A,232,250,12,#N/A N/A,40,10,#N/A N/A,137,80,3000,38,#N/A N/A,37,2941,1306,1272,500,64,#N/A N/A,200,#N/A N/A,40,35,1000,500,#N/A N/A,14,1,1,100,11,23604,203,7692,40,168,517,300,#N/A N/A,500,#N/A N/A,3140,941,#N/A N/A,1697,100,2500,66,#N/A N/A,49,20,#N/A N/A,163794,76,#N/A N/A,#N/A N/A,1065,1400,125,41,#N/A N/A,252,36500,256,#N/A N/A,10,332,1,1132,#N/A N/A,#N/A N/A,#N/A N/A,65,1,21,1300,#N/A N/A,200,14,268,200,#N/A N/A,2458,#N/A N/A,255081,7,2,27,61404,#N/A N/A,1,5
09/01/2016,13,56,1120,61122,6,51,2000,#N/A N/A,45,#N/A N/A,1350,5825,1732,100,67851,#N/A N/A,100,#N/A N/A,1,180,290,1,100,186,50,812865,400,48,120,1,2,500,#N/A N/A,237,1500,29,#N/A N/A,#N/A N/A,1000,25649,#N/A N/A,#N/A N/A,#N/A N/A,150,1,130,#N/A N/A,100,30,248,94,101,100,200,30,50,50,#N/A N/A,#N/A N/A,400,#N/A N/A,#N/A N/A,224,1,2,181,15,1965,5,474,#N/A N/A,13324,#N/A N/A,18,140,#N/A N/A,#N/A N/A,#N/A N/A,1,198,40,230,#N/A N/A,#N/A N/A,82,125,#N/A N/A,18426,920,34,79,#N/A N/A,81,26,104,300,2,2000,829,45,#N/A N/A,1495,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,140,334,20,1560,2000,1,200,4,2000,#N/A N/A,30,#N/A N/A,2170,#N/A N/A,#N/A N/A,#N/A N/A,1750,10,48510,1013,#N/A N/A,50,9,242912,16,1200,1000,3837,46,130,#N/A N/A,700,100,500,4990,2137,132000,7975,96,#N/A N/A,143,#N/A N/A,232,250,12,#N/A N/A,40,10,#N/A N/A,137,80,3000,38,#N/A N/A,37,2941,1306,1272,500,64,#N/A N/A,200,#N/A N/A,40,35,1000,500,#N/A N/A,14,1,1,100,11,23604,203,7692,40,168,517,300,#N/A N/A,500,#N/A N/A,3140,941,#N/A N/A,1697,100,2500,66,#N/A N/A,49,20,#N/A N/A,163794,76,#N/A N/A,#N/A N/A,1065,1400,125,41,#N/A N/A,252,36500,256,#N/A N/A,10,332,1,1132,#N/A N/A,#N/A N/A,#N/A N/A,65,1,21,1300,#N/A N/A,200,14,268,200,#N/A N/A,2458,#N/A N/A,255081,7,2,27,61404,#N/A N/A,1,5
08/01/2016,13,56,1120,61122,6,51,2000,#N/A N/A,45,#N/A N/A,1350,5825,1732,100,67851,#N/A N/A,100,#N/A N/A,1,180,290,1,100,186,50,812865,400,48,120,1,2,500,#N/A N/A,237,1500,29,#N/A N/A,#N/A N/A,1000,25649,#N/A N/A,#N/A N/A,#N/A N/A,150,1,130,#N/A N/A,100,30,248,94,101,100,200,30,50,50,#N/A N/A,#N/A N/A,400,#N/A N/A,#N/A N/A,224,1,2,181,15,1965,5,474,#N/A N/A,13324,#N/A N/A,18,140,#N/A N/A,#N/A N/A,#N/A N/A,1,198,40,230,#N/A N/A,#N/A N/A,82,125,#N/A N/A,18426,920,34,79,#N/A N/A,81,26,104,300,2,2000,829,45,#N/A N/A,1495,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,140,334,20,1560,2000,1,200,4,2000,#N/A N/A,30,#N/A N/A,2170,#N/A N/A,#N/A N/A,#N/A N/A,1750,10,48510,1013,#N/A N/A,50,9,242912,16,1200,1000,3837,46,130,#N/A N/A,700,100,500,4990,2137,132000,7975,96,#N/A N/A,143,#N/A N/A,232,250,12,#N/A N/A,40,10,#N/A N/A,137,80,3000,38,#N/A N/A,37,2941,1306,1272,500,64,#N/A N/A,200,#N/A N/A,40,35,1000,500,#N/A N/A,14,1,1,100,11,23604,203,7692,40,168,517,300,#N/A N/A,500,#N/A N/A,3140,941,#N/A N/A,1697,100,2500,66,#N/A N/A,49,20,#N/A N/A,163794,76,#N/A N/A,#N/A N/A,1065,1400,125,41,#N/A N/A,252,36500,256,#N/A N/A,10,332,1,1132,#N/A N/A,#N/A N/A,#N/A N/A,65,1,21,1300,#N/A N/A,200,14,268,200,#N/A N/A,2458,#N/A N/A,255081,7,2,27,61404,#N/A N/A,1,5
