Date,FR0005854700 ISIN,FR0010929125 ISIN,FR0000079691 ISIN,FR0000062184 ISIN,FR0000066680 ISIN,FR0004035913 ISIN,FR0010086371 ISIN,FR0000120859 ISIN,FR0013060100 ISIN,FR0000065773 ISIN,FR0011158823 ISIN,FR0010688465 ISIN,FR0000125346 ISIN,FR0000064297 ISIN,FR0000060451 ISIN,FR0000124232 ISIN,FR0012880482 ISIN,FR0000064958 ISIN,FR0010082305 ISIN,FR0000073298 ISIN,FR0004060671 ISIN,FR0000072597 ISIN,FR0011442235 ISIN,FR0000077919 ISIN,FR0004007813 ISIN,FR0000121485 ISIN,FR0004029411 ISIN,FR0000185621 ISIN,FR0000074692 ISIN,FR0010386334 ISIN,FR0004152700 ISIN,FR0000120321 ISIN,FR0000035263 ISIN,FR0000130213 ISIN,FR0000053829 ISIN,FR0000072399 ISIN,FR0010921163 ISIN,FR0000034779 ISIN,FR0010307819 ISIN,FR0004165801 ISIN,FR0010515742 ISIN,FR0000076481 ISIN,BE6201089735 ISIN,FR0000033599 ISIN,FR0000050353 ISIN,FR0004155208 ISIN,FR0000121352 ISIN,FR0000044943 ISIN,FR0006205019 ISIN,FR0011884378 ISIN,IT0005072035 ISIN,FR0000121014 ISIN,FR0010778050 ISIN,FR0000053225 ISIN,FR0010827741 ISIN,IE00BJYS1G50 ISIN,FR0013153541 ISIN,FR0000030074 ISIN,FR0000064404 ISIN,FR0000039620 ISIN,FR0010492181 ISIN,FR0011217710 ISIN,FR0004078186 ISIN,BE6252013725 ISIN,FR0010204453 ISIN,FR0000053027 ISIN,FR0000121261 ISIN,FR0010304402 ISIN,FR0010976746 ISIN,FR0010554113 ISIN,FR0000076986 ISIN,FR0010882886 ISIN,FR0005057635 ISIN,FR0010981548 ISIN,FR0010518936 ISIN,FR0000037970 ISIN,FR0011341205 ISIN,FR0000061376 ISIN,FR0000120685 ISIN,FR0004157543 ISIN,FR0011636083 ISIN,FR0000120560 ISIN,FR0004154060 ISIN,FR0010358507 ISIN,FR0000044448 ISIN,FR0010112524 ISIN,FR0010500363 ISIN,FI0009000681 ISIN,FR0011421817 ISIN,FR0010978924 ISIN,FR0004155174 ISIN,FR0000185464 ISIN,FR0000064529 ISIN,FR0004065639 ISIN,FR0011594233 ISIN,FR0010231860 ISIN,FR0000062234 ISIN,FR0000052680 ISIN,FR0010176115 ISIN,FR0010428771 ISIN,FR0004174712 ISIN,FR0010312181 ISIN,FR0000133308 ISIN,FR0010160564 ISIN,FR0010609206 ISIN,FR0000184798 ISIN,FR0000077992 ISIN,FR0000052896 ISIN,FR0006823092 ISIN,FR0012146629 ISIN,FR0000038465 ISIN,FR0000120693 ISIN,FR0000121501 ISIN,FR0000057895 ISIN,FR0011065242 ISIN,FR0000185480 ISIN,FR0000073041 ISIN,FR0000061608 ISIN,FR0010357145 ISIN,FR0000030769 ISIN,FR0000124570 ISIN,FR0012735355 ISIN,FR0000064644 ISIN,GB00B2R1Q018 ISIN,FR0000130577 ISIN,FR0010211615 ISIN,FR0000050320 ISIN,FR0000060618 ISIN,FR0010038570 ISIN,FR0012395457 ISIN,FR0000120388 ISIN,FR0000130395 ISIN,FR0000131906 ISIN,FR0010451203 ISIN,FR0000045601 ISIN,FR0000031684 ISIN,FR0000035750 ISIN,FR0000121253 ISIN,FR0000073272 ISIN,FR0011233261 ISIN,FR0000125007 ISIN,FR0000124356 ISIN,FR0000060071 ISIN,FR0000120578 ISIN,FR0010776617 ISIN,FR0013154002 ISIN,FR0010972091 ISIN,FR0000121972 ISIN,FR0010411983 ISIN,FR0000052839 ISIN,FR0000071755 ISIN,FR0011352590 ISIN,FR0000073728 ISIN,FR0000060790 ISIN,FR0010679365 ISIN,FR0010518605 ISIN,FR0004038818 ISIN,FR0000061582 ISIN,FR0000036857 ISIN,FR0011131788 ISIN,FR0004016699 ISIN,FR0010209809 ISIN,FR0000130809 ISIN,FR0006563904 ISIN,FR0000121220 ISIN,FR0000072563 ISIN,FR0000078321 ISIN,FR0000038804 ISIN,FR0000030140 ISIN,FR0010480533 ISIN,BE0003470755 ISIN,FR0000120495 ISIN,FR0000050809 ISIN,FR0000054371 ISIN,FR0012757854 ISIN,FR0000131732 ISIN,FR0010213215 ISIN,FR0000054199 ISIN,GB00BZ21RF93 ISIN,FR0000064271 ISIN,NL0000226223 ISIN,FR0000063976 ISIN,FR0010613471 ISIN,FR0004180578 ISIN,FR0000032658 ISIN,FR0000063307 ISIN,FR0000033466 ISIN,FR0010918292 ISIN,FR0000131708 ISIN,FR0000065450 ISIN,FR0000185795 ISIN,FR0000184806 ISIN,FR0000051807 ISIN,FR0011076595 ISIN,FR0000054900 ISIN,FR0000121329 ISIN,FR0007261425 ISIN,FR0004037182 ISIN,FR0000064388 ISIN,FR0000120271 ISIN,FR0011040690 ISIN,FR0000031866 ISIN,FR0000051567 ISIN,FR0005175080 ISIN,FR0010397901 ISIN,FR0000031106 ISIN,FR0010500793 ISIN,FR0010383877 ISIN,FR0011068766 ISIN,FR0010654087 ISIN,FR0000054470 ISIN,FR0000079980 ISIN,FR0011776889 ISIN,FR0010949388 ISIN,FR0000054215 ISIN,FR0000034548 ISIN,FR0005783503 ISIN,FR0000074197 ISIN,FR0012709160 ISIN,FR0012060036 ISIN,FR0013176526 ISIN,FR0000120354 ISIN,FR0000124141 ISIN,FR0004155240 ISIN,FR0000062465 ISIN,FR0006174496 ISIN,FR0000077158 ISIN,FR0010326090 ISIN,FR0000031775 ISIN,FR0000050049 ISIN,FR0000052516 ISIN,FR0000125486 ISIN,FR0010033480 ISIN,FR0000065765 ISIN,FR0000127771 ISIN,FR0010302224 ISIN,DK0060129575 ISIN,FR0000062796 ISIN,FR0013079092 ISIN,FR0010688440 ISIN,FR0000121204 ISIN,FR0010768770 ISIN,FR0011981968 ISIN,FR0000184822 ISIN,FR0000052870 ISIN,FR0000125684 ISIN
22/02/2016,2.5,105.122,0.47,25.81,1.392,225.96,0.63,55.612,12,6.1,2.7,1.31,91.56,5.1,256,12.9,7.8,4.3,39.505,19.125,0.12,6.806,0.3,35.456,30.995,163.7,1.96,8.67,9.02,24.228,3.6,157.5,#N/A N/A,26.897,#N/A N/A,31.65,2.05,#N/A N/A,45.055,#N/A N/A,3.94,5.6,4.26,4.144,21.801,5.5,36.64,0.64,9.46,2.19,1.4,156.104,30,14.99,17.6,16.332,#N/A N/A,251,6.61,11.63,5.07,5.5364,1.25,10,0.77,#N/A N/A,86.24,20.01,4.8,0.41,5120,0.22,60,5.59,5.88,92.25,16,8.91,4.697,2.24,1.75,19.66,1.988,0.8,36.205,41.826,0.29,5.643,0.3,2.18,12,1.9,#N/A N/A,8.19,33.015,1.3916,778,1,9.21,2.015,7,2.1,16.277,#N/A N/A,2.84,73.656,1.55,86.77,8.75,0.5,3.81,98.405,13.91,0.38,57.97,0.47,28.835,6.756,0.33,400,29.66,7.13,1295,1.5,56.91,16.5,#N/A N/A,13.385,145,4.89,2.123,63.494,81.595,10.34,170,22.032,2.7,68.26,55.09,9.22,36.025,42.75,112.04,71.2,8.81,59.583,1.78,53.227,31.996,39.65,10.4,3.233,161.8,12.8,0.81,0.6,1.29,29.9,44.25,0.11,33.51,1.66,31.265,171.1,90.826,#N/A N/A,1.129,90,1460,20,80.885,180.796,91.263,2.6,15.83,8.168,1.28,0.64,25.75,#N/A N/A,5.408,12.84,17.115,22.48,#N/A N/A,1.68,175,5.622,40.07,190,12,2.11,73.092,0.99,10.185,66.62,275,34.98,1.2,40.955,2.8,4200,4079,2.802,12.01,2.89,5,0.27,1.02,7.43,23.69,3.998,7.65,13.819,940,#N/A N/A,47.5,0.48,5.28,9,41.451,2.538,21.724,1.63,1.08,6.97,2.21,28.99,51.767,4.1586,62.454,63.592,0.75,2.1,18.38,#N/A N/A,0.38,23,6.8,12.54,86.952,6.15,19.967,2.65,204.66,19.96
21/02/2016,2.5,107.09,0.47,25.81,1.392,220.881,0.7,54.202,12,5.81,2.7,1.31,90.951,5.1,256,12.9,7.8,4.3,39.505,19.177,0.12,6.722,0.3,34.827,30.486,157.996,1.98,8.66,9.02,23.79,3.64,154.346,#N/A N/A,26.55,#N/A N/A,31.3,2.05,#N/A N/A,44.583,#N/A N/A,3.98,5.6,4.26,4.144,20.986,5.5,36.64,0.67,9.46,2.08,1.4,154.644,30,14.967,17.6,16.381,#N/A N/A,251,6.62,11.571,5.07,5.5364,1.25,10,0.85,#N/A N/A,84.97,20.01,4.8,0.42,5120,0.22,60,5.59,5.88,92.25,15.904,8.91,4.495,2.24,1.75,18.559,1.911,0.8,33.34,40.947,0.29,5.39,0.3,2.18,12,1.9,#N/A N/A,8.19,32.362,1.3817,755.548,1,9.18,1.967,7,2.1,15.746,#N/A N/A,2.84,73.37,1.55,86.77,8.75,0.5,3.94,95.753,13.404,0.38,57.97,0.47,28.013,6.895,0.33,400,28.751,7.13,1295,1.5,57.23,16.5,#N/A N/A,12.543,145,4.89,1.982,62.169,79.425,9.793,170,21.615,2.7,66.884,53.222,9.22,35.271,42.7,112.03,69.805,8.81,57.692,1.78,51.995,31.265,39.65,10.4,3.023,161.8,12.65,0.81,0.6,1.29,29.85,44.25,0.11,33.8,1.66,30.261,171.1,88.63,#N/A N/A,1.129,90,1430,20,79.761,180.796,91.768,2.6,15.769,8.046,1.16,0.64,26.62,#N/A N/A,5.159,12.84,16.792,21.854,#N/A N/A,1.68,175,5.276,39.069,195,12,2.11,72.359,0.99,10.302,65.386,275,34.98,1.2,39.83,2.8,4200,4079,2.65,12.01,2.89,5,0.27,1.02,7.43,23.276,3.998,7.6,13.687,940,#N/A N/A,47.5,0.471,5.28,9,40.854,2.431,21.1,1.5,0.9,6.97,2.09,28.99,51.193,4.1586,62.102,62.631,0.75,2.052,18.061,#N/A N/A,0.38,23.749,6.8,12.54,85.371,6.15,19.725,2.65,206.36,19.538
20/02/2016,2.5,107.09,0.47,25.81,1.392,220.881,0.7,54.202,12,5.81,2.7,1.31,90.951,5.1,256,12.9,7.8,4.3,39.505,19.177,0.12,6.722,0.3,34.827,30.486,157.996,1.98,8.66,9.02,23.79,3.64,154.346,#N/A N/A,26.55,#N/A N/A,31.3,2.05,#N/A N/A,44.583,#N/A N/A,3.98,5.6,4.26,4.144,20.986,5.5,36.64,0.67,9.46,2.08,1.4,154.644,30,14.967,17.6,16.381,#N/A N/A,251,6.62,11.571,5.07,5.5364,1.25,10,0.85,#N/A N/A,84.97,20.01,4.8,0.42,5120,0.22,60,5.59,5.88,92.25,15.904,8.91,4.495,2.24,1.75,18.559,1.911,0.8,33.34,40.947,0.29,5.39,0.3,2.18,12,1.9,#N/A N/A,8.19,32.362,1.3817,755.548,1,9.18,1.967,7,2.1,15.746,#N/A N/A,2.84,73.37,1.55,86.77,8.75,0.5,3.94,95.753,13.404,0.38,57.97,0.47,28.013,6.895,0.33,400,28.751,7.13,1295,1.5,57.23,16.5,#N/A N/A,12.543,145,4.89,1.982,62.169,79.425,9.793,170,21.615,2.7,66.884,53.222,9.22,35.271,42.7,112.03,69.805,8.81,57.692,1.78,51.995,31.265,39.65,10.4,3.023,161.8,12.65,0.81,0.6,1.29,29.85,44.25,0.11,33.8,1.66,30.261,171.1,88.63,#N/A N/A,1.129,90,1430,20,79.761,180.796,91.768,2.6,15.769,8.046,1.16,0.64,26.62,#N/A N/A,5.159,12.84,16.792,21.854,#N/A N/A,1.68,175,5.276,39.069,195,12,2.11,72.359,0.99,10.302,65.386,275,34.98,1.2,39.83,2.8,4200,4079,2.65,12.01,2.89,5,0.27,1.02,7.43,23.276,3.998,7.6,13.687,940,#N/A N/A,47.5,0.471,5.28,9,40.854,2.431,21.1,1.5,0.9,6.97,2.09,28.99,51.193,4.1586,62.102,62.631,0.75,2.052,18.061,#N/A N/A,0.38,23.749,6.8,12.54,85.371,6.15,19.725,2.65,206.36,19.538
19/02/2016,2.5,107.09,0.47,25.81,1.392,220.881,0.7,54.202,12,5.81,2.7,1.31,90.951,5.1,256,12.9,7.8,4.3,39.505,19.177,0.12,6.722,0.3,34.827,30.486,157.996,1.98,8.66,9.02,23.79,3.64,154.346,#N/A N/A,26.55,#N/A N/A,31.3,2.05,#N/A N/A,44.583,#N/A N/A,3.98,5.6,4.26,4.144,20.986,5.5,36.64,0.67,9.46,2.08,1.4,154.644,30,14.967,17.6,16.381,#N/A N/A,251,6.62,11.571,5.07,5.5364,1.25,10,0.85,#N/A N/A,84.97,20.01,4.8,0.42,5120,0.22,60,5.59,5.88,92.25,15.904,8.91,4.495,2.24,1.75,18.559,1.911,0.8,33.34,40.947,0.29,5.39,0.3,2.18,12,1.9,#N/A N/A,8.19,32.362,1.3817,755.548,1,9.18,1.967,7,2.1,15.746,#N/A N/A,2.84,73.37,1.55,86.77,8.75,0.5,3.94,95.753,13.404,0.38,57.97,0.47,28.013,6.895,0.33,400,28.751,7.13,1295,1.5,57.23,16.5,#N/A N/A,12.543,145,4.89,1.982,62.169,79.425,9.793,170,21.615,2.7,66.884,53.222,9.22,35.271,42.7,112.03,69.805,8.81,57.692,1.78,51.995,31.265,39.65,10.4,3.023,161.8,12.65,0.81,0.6,1.29,29.85,44.25,0.11,33.8,1.66,30.261,171.1,88.63,#N/A N/A,1.129,90,1430,20,79.761,180.796,91.768,2.6,15.769,8.046,1.16,0.64,26.62,#N/A N/A,5.159,12.84,16.792,21.854,#N/A N/A,1.68,175,5.276,39.069,195,12,2.11,72.359,0.99,10.302,65.386,275,34.98,1.2,39.83,2.8,4200,4079,2.65,12.01,2.89,5,0.27,1.02,7.43,23.276,3.998,7.6,13.687,940,#N/A N/A,47.5,0.471,5.28,9,40.854,2.431,21.1,1.5,0.9,6.97,2.09,28.99,51.193,4.1586,62.102,62.631,0.75,2.052,18.061,#N/A N/A,0.38,23.749,6.8,12.54,85.371,6.15,19.725,2.65,206.36,19.538
18/02/2016,2.47,104.87,0.47,25.81,1.397,223.21,0.7,54.825,10.9,5.81,2.7,1.31,104.31,5.12,254,12.9,7.8,4.3,39.505,20.14,0.14,6.495,0.28,35.01,30.454,160.666,1.95,8.7,5.11,24.53,3.64,154.1,#N/A N/A,26.656,#N/A N/A,31.07,2.05,#N/A N/A,44.525,#N/A N/A,3.98,5.6,4.26,4.144,20.889,5.5,36.64,0.71,9.46,2.18,1.4,154.44,30,14.984,14.4,16.381,#N/A N/A,251,6.62,11.677,5.07,5.5364,1.25,10,0.74,#N/A N/A,85.195,20.1,4.8,0.47,5120,0.22,60,5.59,5.88,92,15.816,8.91,4.596,2.24,1.75,18.905,2.05,0.8,34.11,41.469,0.29,5.598,0.3,2.18,10.62,1.9,#N/A N/A,8.19,32.52,1.4612,775.896,1,9.1,2.057,7,2.1,15.803,#N/A N/A,2.81,73.086,1.55,86.77,8.75,0.5,3.94,96.249,13.421,0.38,57.97,0.47,28.64,6.895,0.32,400,28.885,7.13,1295,1.5,57.42,19,#N/A N/A,12.61,145,4.89,2.062,63.119,80.872,9.934,170,21.923,2.7,67.24,54.229,9.22,35.331,42.5,112.02,71.099,8.81,57.569,1.78,52.663,31.616,39.65,10.4,3.122,161.8,12.65,0.81,0.6,1.08,29.85,44.25,0.08,33.59,1.66,30.758,171.1,89.948,#N/A N/A,1.129,90,1430,20,80.315,180.796,91.961,2.6,16.04,8.294,1.27,0.64,27.5,#N/A N/A,5.223,12.84,16.78,22.6,#N/A N/A,1.68,175,5.541,40.585,195,12,2.11,73.787,0.99,9.178,65.46,275,34.98,1.2,39.908,2.8,4200,4079,2.808,12.01,2.89,5,0.27,1.02,7.43,22.33,3.998,7.55,13.766,940,#N/A N/A,47.5,0.461,5.28,9,39.767,2.523,21.216,1.54,1,6.97,2.25,28.99,52.514,4.1586,62.524,63.642,0.75,2.09,18.215,#N/A N/A,0.38,23.104,6.8,12.54,85.568,6.15,19.768,2.65,206.36,19.836
17/02/2016,2.47,103.17,0.46,25.81,1.392,221.36,0.7,56.11,10.9,5.81,2.7,1.31,101.859,5.06,254,12.9,7.7,4.3,39.505,17.955,0.14,6.488,0.28,34.442,30.56,158.293,1.96,8.73,5.11,24.422,3.64,155.2,#N/A N/A,26.331,#N/A N/A,31.03,2.05,#N/A N/A,45.09,#N/A N/A,3.74,5.6,4.26,4.144,19.68,5.5,36.64,0.61,9.46,1.89,1.4,155.025,30,14.93,14.4,16.381,#N/A N/A,251,6.62,11.62,5.07,5.5364,1.25,10,0.74,#N/A N/A,85.06,20.1,4.9,0.35,5120,0.23,60,5.59,5.88,92,15.188,11,4.625,2.24,1.75,18.64,1.997,0.8,33.575,40.85,0.29,5.486,0.3,2.18,10.62,1.9,#N/A N/A,8.17,32.14,1.4612,790.1,1,8.9,2.104,7,2.1,15.74,#N/A N/A,2.82,72.186,1.55,86.77,8.75,0.5,3.82,96.315,13.36,0.42,57.97,0.47,28.04,6.825,0.3,400,28.805,7.13,1295,1.5,57.35,19,#N/A N/A,12.52,145,4.89,2.545,61.751,80.004,9.697,170,21.846,2.7,65.62,53.46,9.22,35.265,42,112.01,70.701,8.81,56.592,1.78,52.735,31.273,39.65,10.4,2.955,161.8,12.61,0.81,0.6,1.08,29.9,44.25,0.08,33.39,1.66,31.72,171.1,90.277,#N/A N/A,1.129,90,1432,20,80.38,180.796,90.12,2.6,15.592,8.119,1.27,0.64,26.8,#N/A N/A,4.935,12.84,16.607,22.53,#N/A N/A,1.68,175,5.434,42.19,192,12,2.11,72.28,0.99,9.888,64.79,275,32.05,0.97,39.44,2.8,4200,4079,2.783,12.01,2.89,5,0.27,1.02,7.43,20.09,3.998,7.5,14.035,940,#N/A N/A,47.5,0.47,5.28,9,39.028,2.587,20.99,1.633,1,5.25,2.29,28.99,51.81,4.1586,62.624,63.32,0.75,2.109,18.2,#N/A N/A,0.38,23.926,6.8,12.54,87.04,6.15,19.351,2.65,205.01,19.933
16/02/2016,2.46,101.85,0.46,25.81,1.406,218.61,0.7,53.76,10.58,5.81,2.7,1.31,101.415,5.03,253.96,12.9,7.7,4.3,39.505,17.78,0.14,6.413,0.28,33.417,29.358,155.1,1.94,8.72,5.11,24.352,3.64,153.9,#N/A N/A,25.711,#N/A N/A,30.37,2.05,#N/A N/A,43.88,#N/A N/A,3.4,5.6,4.26,4.144,19.353,5.5,36.64,0.54,9.46,1.92,1.4,149.782,30,14.54,14.4,16.381,#N/A N/A,251,6.62,11.371,5.07,5.5364,1.25,10,0.71,#N/A N/A,84.753,19.99,4.9,0.35,5120,0.23,60,5.59,5.88,92,14.485,11,4.735,2.24,1.75,17.975,2.015,0.8,31.775,39.005,0.25,5.284,0.3,2.18,10.62,1.9,#N/A N/A,8.17,31.367,1.4513,795,1,8.5,1.946,7,2.1,15.35,#N/A N/A,2.84,71.11,1.55,86.77,8.75,0.5,3.81,93.785,12.86,0.42,57.97,0.47,27.4,6.869,0.3,400,27.635,7.13,1295,1.5,57.85,19,#N/A N/A,12.6,145,4.89,2.345,60.57,74.47,9.23,170,21.545,2.7,63.85,51.918,9.22,33.803,42.5,112.46,69.25,8.81,55.811,1.78,47.83,30.477,39.65,10.4,2.872,161.8,12.7,0.81,0.6,1.08,29.9,44.25,0.08,33.36,1.66,29.525,171.1,88.648,#N/A N/A,1.129,90,1435,20,76.78,180.796,88.81,2.6,14.688,8.119,1.25,0.64,26.4,#N/A N/A,4.767,12.84,16.451,22.58,#N/A N/A,1.68,175,5.225,39.72,193,12,2.11,71.259,0.99,9.725,63.6,275,33.13,0.97,38.577,2.8,4200,4079,2.73,12.48,2.89,5,0.27,1.02,7.43,19.532,3.998,7.68,13.8,940,#N/A N/A,47.5,0.47,5.28,9,37.122,2.341,20.874,1.486,1,5.25,2.2,28.99,49.995,4.1586,62.52,61.393,0.75,2.052,17.91,#N/A N/A,0.38,23.068,8.49,12.54,83.042,6.15,19.458,2.65,203.01,19.097
15/02/2016,2.46,99.828,0.5,25.81,1.372,218.51,0.68,53.72,13,5.81,2.7,1.31,98.445,4.72,249.01,12.9,7.7,4.3,39.505,17.835,0.14,6.535,0.28,33.413,29.224,153.925,2,8.68,5.11,24.825,3.64,154.204,#N/A N/A,25.496,#N/A N/A,30.79,2.05,#N/A N/A,43.905,#N/A N/A,3.06,5.6,4.26,4.144,19.03,5.5,36.64,0.57,9.46,1.93,1.4,151.1,30,14.58,16,16.381,#N/A N/A,251,6.62,11.515,5.07,5.5364,1.25,11,0.71,#N/A N/A,81.63,19,4.9,0.35,5120,0.23,60,5.59,5.88,92,14.584,11,4.649,2.24,1.75,18.045,2.021,0.8,30.915,38.38,0.25,5.278,0.3,2.18,10.62,1.9,#N/A N/A,8.17,32.581,1.4513,770,1,8.5,1.961,7,2.1,15.398,#N/A N/A,2.85,70.757,1.55,82.15,8.75,0.5,3.92,95.355,12.879,0.42,57.97,0.47,26.425,6.829,0.3,400,27.59,7.13,1295,1.5,57.07,19,#N/A N/A,12.35,145,4.89,2.213,60.64,73.563,9.078,170,21.341,2.7,64.2,52.288,9.22,33.889,42.2,112.45,69.964,8.81,56,1.78,47.645,30.493,39.65,10.4,2.873,161.8,12.79,0.81,0.6,1.07,29.8,44.25,0.09,32.8,1.66,29.658,171.1,87.82,#N/A N/A,1.129,90,1430,20,76.891,180.796,89.49,2.6,14.76,8.124,1.25,0.64,26.4,#N/A N/A,4.849,12.84,16.5,22.448,#N/A N/A,1.68,175,5.203,40.785,195,12,2.11,70.46,0.99,9.665,63.31,275,36.38,0.97,38.664,2.8,4200,4079,2.708,12.48,2.89,5,0.27,1.02,7.43,19.545,3.998,7.68,13.93,940,#N/A N/A,47.5,0.47,5.28,9,36.851,2.527,20.746,1.46,1,5.25,2.15,28.99,50.457,4.1586,62.92,60.06,0.92,2.052,17.64,#N/A N/A,0.38,23.05,8.49,12.54,83.151,6.15,19.521,2.65,204,19.182
14/02/2016,2.46,99.6,0.5,25.81,1.312,209.85,0.68,51.895,13,5.81,14.32,1.31,95.719,4.72,249,12.9,7.7,4.3,39.505,17.085,0.14,6.466,0.28,32.266,28.752,145.636,2,8.64,5.11,23.134,3.64,148.806,#N/A N/A,24.366,#N/A N/A,28,2.05,#N/A N/A,42.333,#N/A N/A,3.06,5.6,4.26,4.144,19.017,5.5,36.64,0.56,10.51,2.01,1.4,144.726,30,13.91,16,16.381,#N/A N/A,251,6.62,11.501,5.07,5.5364,1.25,11,0.84,#N/A N/A,78.902,21,4.9,0.35,5120,0.22,60,5.59,5.88,92,14.031,11,4.354,2.24,1.75,17.194,1.921,0.8,29.664,37.263,0.3,5.191,0.3,2.18,10.62,1.9,#N/A N/A,7.9,29.997,1.4314,758.13,1,8.5,1.872,7,2.1,14.733,#N/A N/A,2.85,67.87,1.55,86.1,8.75,0.5,3.95,93.013,11.831,0.42,57.98,0.47,26.347,7.506,0.3,400,26.539,7.13,1295,1.5,55.051,19,#N/A N/A,12.288,145,4.89,2.037,58.295,67.53,8.524,170,20.229,2.7,62.266,50.45,9.22,32.798,41.82,112.02,68.693,8.81,53.705,4.99,46.004,29.212,39.65,10.4,2.643,161.8,12.95,0.81,0.6,1.07,29.9,44.25,0.08,32.89,1.66,28.377,171.1,83.55,#N/A N/A,1.129,90,1459,20,74.376,180.796,87.061,2.6,14.496,8.271,1.26,0.64,26.05,#N/A N/A,4.688,12.84,15.831,21.656,#N/A N/A,1.68,175,5.144,39.897,195,12,2.11,68.71,0.99,9.363,61.155,275,36.38,0.97,37.701,2.8,4200,4079,2.496,11.91,2.89,5,0.27,1.02,7.43,18.961,3.998,7.68,13.697,940,#N/A N/A,47.5,0.461,5.28,9,34.758,2.099,19.993,1.32,1,5.25,2.09,28.99,47.873,4.1586,61.915,57.957,0.92,2.233,17.218,#N/A N/A,0.38,23.05,8.49,12.54,80.985,6.15,18.861,2.65,203.06,17.627
13/02/2016,2.46,99.6,0.5,25.81,1.312,209.85,0.68,51.895,13,5.81,14.32,1.31,95.719,4.72,249,12.9,7.7,4.3,39.505,17.085,0.14,6.466,0.28,32.266,28.752,145.636,2,8.64,5.11,23.134,3.64,148.806,#N/A N/A,24.366,#N/A N/A,28,2.05,#N/A N/A,42.333,#N/A N/A,3.06,5.6,4.26,4.144,19.017,5.5,36.64,0.56,10.51,2.01,1.4,144.726,30,13.91,16,16.381,#N/A N/A,251,6.62,11.501,5.07,5.5364,1.25,11,0.84,#N/A N/A,78.902,21,4.9,0.35,5120,0.22,60,5.59,5.88,92,14.031,11,4.354,2.24,1.75,17.194,1.921,0.8,29.664,37.263,0.3,5.191,0.3,2.18,10.62,1.9,#N/A N/A,7.9,29.997,1.4314,758.13,1,8.5,1.872,7,2.1,14.733,#N/A N/A,2.85,67.87,1.55,86.1,8.75,0.5,3.95,93.013,11.831,0.42,57.98,0.47,26.347,7.506,0.3,400,26.539,7.13,1295,1.5,55.051,19,#N/A N/A,12.288,145,4.89,2.037,58.295,67.53,8.524,170,20.229,2.7,62.266,50.45,9.22,32.798,41.82,112.02,68.693,8.81,53.705,4.99,46.004,29.212,39.65,10.4,2.643,161.8,12.95,0.81,0.6,1.07,29.9,44.25,0.08,32.89,1.66,28.377,171.1,83.55,#N/A N/A,1.129,90,1459,20,74.376,180.796,87.061,2.6,14.496,8.271,1.26,0.64,26.05,#N/A N/A,4.688,12.84,15.831,21.656,#N/A N/A,1.68,175,5.144,39.897,195,12,2.11,68.71,0.99,9.363,61.155,275,36.38,0.97,37.701,2.8,4200,4079,2.496,11.91,2.89,5,0.27,1.02,7.43,18.961,3.998,7.68,13.697,940,#N/A N/A,47.5,0.461,5.28,9,34.758,2.099,19.993,1.32,1,5.25,2.09,28.99,47.873,4.1586,61.915,57.957,0.92,2.233,17.218,#N/A N/A,0.38,23.05,8.49,12.54,80.985,6.15,18.861,2.65,203.06,17.627
12/02/2016,2.46,99.6,0.5,25.81,1.312,209.85,0.68,51.895,13,5.81,14.32,1.31,95.719,4.72,249,12.9,7.7,4.3,39.505,17.085,0.14,6.466,0.28,32.266,28.752,145.636,2,8.64,5.11,23.134,3.64,148.806,#N/A N/A,24.366,#N/A N/A,28,2.05,#N/A N/A,42.333,#N/A N/A,3.06,5.6,4.26,4.144,19.017,5.5,36.64,0.56,10.51,2.01,1.4,144.726,30,13.91,16,16.381,#N/A N/A,251,6.62,11.501,5.07,5.5364,1.25,11,0.84,#N/A N/A,78.902,21,4.9,0.35,5120,0.22,60,5.59,5.88,92,14.031,11,4.354,2.24,1.75,17.194,1.921,0.8,29.664,37.263,0.3,5.191,0.3,2.18,10.62,1.9,#N/A N/A,7.9,29.997,1.4314,758.13,1,8.5,1.872,7,2.1,14.733,#N/A N/A,2.85,67.87,1.55,86.1,8.75,0.5,3.95,93.013,11.831,0.42,57.98,0.47,26.347,7.506,0.3,400,26.539,7.13,1295,1.5,55.051,19,#N/A N/A,12.288,145,4.89,2.037,58.295,67.53,8.524,170,20.229,2.7,62.266,50.45,9.22,32.798,41.82,112.02,68.693,8.81,53.705,4.99,46.004,29.212,39.65,10.4,2.643,161.8,12.95,0.81,0.6,1.07,29.9,44.25,0.08,32.89,1.66,28.377,171.1,83.55,#N/A N/A,1.129,90,1459,20,74.376,180.796,87.061,2.6,14.496,8.271,1.26,0.64,26.05,#N/A N/A,4.688,12.84,15.831,21.656,#N/A N/A,1.68,175,5.144,39.897,195,12,2.11,68.71,0.99,9.363,61.155,275,36.38,0.97,37.701,2.8,4200,4079,2.496,11.91,2.89,5,0.27,1.02,7.43,18.961,3.998,7.68,13.697,940,#N/A N/A,47.5,0.461,5.28,9,34.758,2.099,19.993,1.32,1,5.25,2.09,28.99,47.873,4.1586,61.915,57.957,0.92,2.233,17.218,#N/A N/A,0.38,23.05,8.49,12.54,80.985,6.15,18.861,2.65,203.06,17.627
